"","x"
"2497",150
"2498",220
"2499",190
"2500",150
"2501",165
"2502",90
"2503",170
"2504",134
"2505",210
"2506",210
"2507",150
"2508",134
"2509",134
"2510",270
"2511",170
"2512",134
"2513",135
"2514",330
"2515",175
"2516",110
"2517",110
"2518",134
"2519",110
"2520",330
"2521",110
"2522",175
"2523",330
"2524",330
"2525",165
"2526",110
"2527",150
"2528",150
"2529",175
"2530",330
"2531",175
"2532",170
"2533",110
"2534",110
"2535",134
"2536",135
"2537",134
"2538",134
"2539",210
"2540",165
"2541",170
"2542",330
"2543",175
"2544",150
"2545",150
"2546",270
"2547",134
"2548",150
"2549",175
"2550",175
"2551",134
"2552",110
"2553",134
"2554",110
"2555",330
"2556",170
"2557",110
"2558",110
"2559",110
"2560",175
"2561",134
"2562",210
"2563",110
"2564",150
"2565",165
"2566",330
"2567",150
"2568",175
"2569",150
"2570",110
"2571",150
"2572",170
"2573",210
"2574",134
"2575",110
"2576",175
"2577",165
"2578",110
"2579",270
"2580",175
"2581",150
"2582",175
"2583",165
"2584",134
"2585",150
"2586",170
"2587",210
"2588",250
"2589",134
"2590",170
"2591",110
"2592",135
"2593",210
"2594",175
"2595",175
"2596",150
"2597",134
"2598",175
"2599",175
"2600",150
"2601",175
"2602",170
"2603",175
"2604",110
"2605",165
"2606",175
"2607",150
"2608",175
"2609",134
"2610",150
"2611",270
"2612",134
"2613",110
"2614",175
"2615",175
"2616",110
"2617",150
"2618",175
"2619",150
"2620",165
"2621",165
"2622",150
"2623",150
"2624",200
"2625",270
"2626",200
"2627",160
"2628",150
"2629",150
"2630",175
"2631",160
"2632",175
"2633",165
"2634",175
"2635",220
"2636",330
"2637",175
"2638",210
"2639",175
"2640",175
"2641",110
"2642",175
"2643",210
"2644",110
"2645",270
"2646",175
"2647",210
"2648",175
"2649",175
"2650",150
"2651",160
"2652",190
"2653",165
"2654",165
"2655",134
"2656",175
"2657",330
"2658",175
"2659",270
"2660",330
"2661",165
"2662",175
"2663",330
"2664",110
"2665",165
"2666",134
"2667",170
"2668",165
"2669",134
"2670",330
"2671",150
"2672",150
"2673",150
"2674",210
"2675",110
"2676",110
"2677",110
"2678",110
"2679",110
"2680",110
"2681",175
"2682",134
"2683",110
"2684",150
"2685",170
"2686",175
"2687",210
"2688",150
"2689",150
"2690",134
"2691",175
"2692",330
"2693",190
"2694",150
"2695",270
"2696",165
"2697",125
"2698",165
"2699",134
"2700",190
"2701",150
"2702",330
"2703",125
"2704",165
"2705",150
"2706",134
"2707",170
"2708",110
"2709",330
"2710",150
"2711",150
"2712",165
"2713",380
"2714",160
"2715",150
"2716",330
"2717",134
"2718",170
"2719",380
"2720",170
"2721",175
"2722",175
"2723",175
"2724",175
"2725",150
"2726",165
"2727",150
"2728",175
"2729",175
"2730",134
"2731",134
"2732",165
"2733",170
"2734",165
"2735",175
"2736",175
"2737",175
"2738",175
"2739",175
"2740",175
"2741",175
"2742",330
"2743",175
"2744",134
"2745",330
"2746",330
"2747",170
"2748",135
"2749",165
"2750",330
"2751",110
"2752",170
"2753",175
"2754",200
"2755",70
"2756",150
"2757",110
"2758",170
"2759",90
"2760",170
"2761",210
"2762",110
"2763",330
"2764",250
"2765",110
"2766",175
"2767",330
"2768",134
"2769",150
"2770",150
"2771",110
"2772",175
"2773",175
"2774",150
"2775",170
"2776",330
"2777",134
"2778",175
"2779",110
"2780",190
"2781",200
"2782",330
"2783",150
"2784",134
"2785",134
"2786",150
"2787",165
"2788",150
"2789",175
"2790",175
"2791",270
"2792",150
"2793",175
"2794",150
"2795",150
"2796",175
"2797",134
"2798",134
"2799",270
"2800",150
"2801",175
"2802",175
"2803",175
"2804",175
"2805",330
"2806",175
"2807",125
"2808",170
"2809",330
"2810",165
"2811",134
"2812",165
"2813",165
"2814",150
"2815",150
"2816",170
"2817",150
"2818",220
"2819",150
"2820",110
"2821",175
"2822",170
"2823",200
"2824",175
"2825",190
"2826",134
"2827",110
"2828",150
"2829",150
"2830",134
"2831",110
"2832",134
"2833",200
"2834",110
"2835",150
"2836",330
"2837",330
"2838",330
"2839",175
"2840",165
"2841",110
"2842",380
"2843",165
"2844",175
"2845",134
"2846",175
"2847",330
"2848",170
"2849",175
"2850",134
"2851",210
"2852",110
"2853",110
"2854",210
"2855",175
"2856",170
"2857",150
"2858",150
"2859",110
"2860",175
"2861",175
"2862",150
"2863",175
"2864",270
"2865",175
"2866",250
"2867",150
"2868",150
"2869",150
"2870",175
"2871",165
"2872",134
"2873",134
"2874",135
"2875",134
"2876",175
"2877",170
"2878",150
"2879",175
"2880",270
"2881",270
"2882",175
"2883",170
"2884",170
"2885",135
"2886",134
"2887",110
"2888",150
"2889",134
"2890",110
"2891",150
"2892",150
"2893",110
"2894",134
"2895",170
"2896",150
"2897",170
"2898",135
"2899",175
"2900",175
"2901",270
"2902",175
"2903",175
"2904",330
"2905",150
"2906",134
"2907",175
"2908",150
"2909",175
"2910",270
"2911",110
"2912",150
"2913",134
"2914",270
"2915",150
"2916",175
"2917",110
"2918",150
"2919",170
"2920",110
"2921",110
"2922",134
"2923",134
"2924",250
"2925",175
"2926",175
"2927",134
"2928",175
"2929",150
"2930",110
"2931",175
"2932",110
"2933",175
"2934",175
"2935",170
"2936",150
"2937",175
"2938",380
"2939",134
"2940",110
"2941",175
"2942",175
"2943",170
"2944",150
"2945",160
"2946",150
"2947",165
"2948",270
"2949",170
"2950",175
"2951",175
"2952",165
"2953",190
"2954",90
"2955",190
"2956",330
"2957",175
"2958",134
"2959",175
"2960",175
"2961",170
"2962",190
"2963",134
"2964",165
"2965",134
"2966",134
"2967",190
"2968",175
"2969",160
"2970",165
"2971",170
"2972",160
"2973",150
"2974",110
"2975",134
"2976",165
"2977",175
"2978",330
"2979",134
"2980",175
"2981",70
"2982",190
"2983",175
"2984",330
"2985",134
"2986",150
"2987",134
"2988",175
"2989",330
"2990",175
"2991",110
"2992",170
"2993",175
"2994",110
"2995",175
"2996",170
"2997",380
"2998",175
"2999",110
"3000",330
"3001",134
"3002",170
"3003",134
"3004",110
"3005",134
"3006",330
"3007",150
"3008",170
"3009",150
"3010",175
"3011",134
"3012",110
"3013",175
"3014",150
"3015",110
"3016",110
"3017",380
"3018",250
"3019",150
"3020",165
"3021",175
"3022",175
"3023",150
"3024",165
"3025",110
"3026",175
"3027",110
"3028",170
"3029",270
"3030",175
"3031",170
"3032",380
"3033",380
"3034",165
"3035",175
"3036",134
"3037",150
"3038",135
"3039",175
"3040",150
"3041",134
"3042",170
"3043",134
"3044",170
"3045",150
"3046",175
"3047",165
"3048",135
"3049",175
"3050",170
"3051",175
"3052",150
"3053",330
"3054",270
"3055",110
"3056",175
"3057",165
"3058",110
"3059",175
"3060",175
"3061",135
"3062",175
"3063",270
"3064",150
"3065",165
"3066",110
"3067",110
"3068",175
"3069",175
"3070",134
"3071",175
"3072",175
"3073",90
"3074",150
"3075",150
"3076",134
"3077",175
"3078",175
"3079",150
"3080",330
"3081",150
"3082",110
"3083",150
"3084",330
"3085",134
"3086",150
"3087",170
"3088",175
"3089",125
"3090",200
"3091",70
"3092",175
"3093",175
"3094",110
"3095",175
"3096",134
"3097",175
"3098",175
"3099",175
"3100",175
"3101",110
"3102",175
"3103",150
"3104",175
"3105",170
"3106",380
"3107",160
"3108",160
"3109",175
"3110",220
"3111",175
"3112",175
"3113",210
"3114",110
"3115",175
"3116",175
"3117",134
"3118",175
"3119",175
"3120",134
"3121",110
"3122",134
"3123",90
"3124",175
"3125",170
"3126",150
"3127",200
"3128",150
"3129",330
"3130",175
"3131",150
"3132",175
"3133",150
"3134",210
"3135",170
"3136",165
"3137",134
"3138",150
"3139",150
"3140",134
"3141",150
"3142",170
"3143",175
"3144",270
"3145",150
"3146",134
"3147",175
"3148",134
"3149",150
"3150",134
"3151",250
"3152",380
"3153",134
"3154",110
"3155",175
"3156",150
"3157",134
"3158",170
"3159",330
"3160",175
"3161",150
"3162",150
"3163",150
"3164",210
"3165",134
"3166",175
"3167",175
"3168",135
"3169",134
"3170",110
"3171",175
"3172",170
"3173",175
"3174",175
"3175",330
"3176",134
"3177",150
"3178",380
"3179",210
"3180",175
"3181",330
"3182",175
"3183",170
"3184",270
"3185",134
"3186",175
"3187",134
"3188",175
"3189",150
"3190",330
"3191",150
"3192",110
"3193",110
"3194",110
"3195",165
"3196",150
"3197",170
"3198",270
"3199",134
"3200",330
"3201",150
"3202",175
"3203",175
"3204",175
"3205",110
"3206",134
"3207",175
"3208",330
"3209",134
"3210",165
"3211",170
"3212",175
"3213",134
"3214",110
"3215",110
"3216",110
"3217",330
"3218",134
"3219",270
"3220",170
"3221",170
"3222",175
"3223",150
"3224",270
"3225",110
"3226",270
"3227",165
"3228",165
"3229",175
"3230",270
"3231",175
"3232",330
"3233",175
"3234",175
"3235",380
"3236",150
"3237",210
"3238",175
"3239",175
"3240",110
"3241",150
"3242",110
"3243",110
"3244",175
"3245",175
"3246",150
"3247",210
"3248",175
"3249",175
"3250",110
"3251",134
"3252",110
"3253",150
"3254",175
"3255",175
"3256",380
"3257",150
"3258",175
"3259",110
"3260",150
"3261",175
"3262",175
"3263",110
"3264",380
"3265",175
"3266",110
"3267",330
"3268",380
"3269",134
"3270",150
"3271",330
"3272",210
"3273",210
"3274",110
"3275",170
"3276",380
"3277",175
"3278",150
"3279",170
"3280",110
"3281",175
"3282",175
"3283",175
"3284",175
"3285",134
"3286",175
"3287",175
"3288",330
"3289",110
"3290",175
"3291",110
"3292",110
"3293",175
"3294",210
"3295",270
"3296",134
"3297",170
"3298",175
"3299",110
"3300",165
"3301",150
"3302",175
"3303",150
"3304",175
"3305",150
"3306",175
"3307",134
"3308",175
"3309",175
"3310",134
"3311",165
"3312",175
"3313",150
"3314",270
"3315",110
"3316",175
"3317",150
"3318",165
"3319",270
"3320",150
"3321",330
"3322",330
"3323",250
"3324",134
"3325",170
"3326",270
"3327",175
"3328",175
"3329",150
"3330",175
"3331",175
"3332",175
"3333",150
"3334",175
"3335",210
"3336",270
"3337",110
"3338",110
"3339",170
"3340",175
"3341",380
"3342",175
"3343",150
"3344",165
"3345",175
"3346",175
"3347",110
"3348",170
"3349",175
"3350",210
"3351",330
"3352",330
"3353",135
"3354",110
"3355",134
"3356",110
"3357",110
"3358",270
"3359",250
"3360",330
"3361",380
"3362",110
"3363",150
"3364",165
"3365",150
"3366",134
"3367",175
"3368",330
"3369",110
"3370",380
"3371",150
"3372",150
"3373",110
"3374",110
"3375",110
"3376",380
"3377",150
"3378",110
"3379",270
"3380",380
"3381",175
"3382",150
"3383",220
"3384",150
"3385",175
"3386",175
"3387",270
"3388",175
"3389",165
"3390",270
"3391",175
"3392",175
"3393",150
"3394",150
"3395",150
"3396",170
"3397",200
"3398",270
"3399",190
"3400",175
"3401",134
"3402",170
"3403",150
"3404",200
"3405",170
"3406",160
"3407",270
"3408",150
"3409",190
"3410",380
"3411",270
"3412",165
"3413",250
"3414",380
"3415",165
"3416",250
"3417",150
"3418",330
"3419",180
"3420",165
"3421",150
"3422",134
"3423",175
"3424",175
"3425",134
"3426",180
"3427",330
"3428",165
"3429",170
"3430",210
"3431",175
"3432",210
"3433",110
"3434",210
"3435",150
"3436",150
"3437",175
"3438",150
"3439",110
"3440",135
"3441",175
"3442",150
"3443",150
"3444",175
"3445",175
"3446",165
"3447",150
"3448",135
"3449",110
"3450",110
"3451",175
"3452",380
"3453",134
"3454",270
"3455",330
"3456",175
"3457",110
"3458",210
"3459",170
"3460",110
"3461",150
"3462",380
"3463",110
"3464",134
"3465",330
"3466",150
"3467",330
"3468",150
"3469",175
"3470",170
"3471",134
"3472",135
"3473",110
"3474",110
"3475",330
"3476",175
"3477",170
"3478",134
"3479",175
"3480",150
"3481",380
"3482",160
"3483",134
"3484",125
"3485",270
"3486",165
"3487",150
"3488",150
"3489",175
"3490",180
"3491",380
"3492",330
"3493",175
"3494",380
"3495",70
"3496",175
"3497",150
"3498",170
"3499",150
"3500",150
"3501",150
"3502",165
"3503",175
"3504",175
"3505",330
"3506",165
"3507",175
"3508",250
"3509",110
"3510",150
"3511",134
"3512",110
"3513",150
"3514",150
"3515",70
"3516",134
"3517",134
"3518",175
"3519",150
"3520",175
"3521",134
"3522",175
"3523",110
"3524",150
"3525",175
"3526",134
"3527",175
"3528",165
"3529",165
"3530",110
"3531",150
"3532",150
"3533",150
"3534",175
"3535",150
"3536",150
"3537",150
"3538",165
"3539",150
"3540",175
"3541",175
"3542",165
"3543",165
"3544",200
"3545",90
"3546",190
"3547",170
"3548",330
"3549",134
"3550",150
"3551",380
"3552",175
"3553",200
"3554",175
"3555",110
"3556",210
"3557",150
"3558",150
"3559",134
"3560",330
"3561",250
"3562",150
"3563",134
"3564",175
"3565",134
"3566",175
"3567",175
"3568",150
"3569",110
"3570",170
"3571",150
"3572",175
"3573",175
"3574",175
"3575",110
"3576",134
"3577",175
"3578",175
"3579",110
"3580",150
"3581",150
"3582",175
"3583",175
"3584",270
"3585",380
"3586",150
"3587",134
"3588",134
"3589",165
"3590",175
"3591",134
"3592",175
"3593",330
"3594",175
"3595",175
"3596",330
"3597",175
"3598",150
"3599",175
"3600",110
"3601",380
"3602",110
"3603",270
"3604",150
"3605",110
"3606",175
"3607",134
"3608",175
"3609",150
"3610",250
"3611",175
"3612",165
"3613",134
"3614",175
"3615",175
"3616",170
"3617",165
"3618",175
"3619",330
"3620",150
"3621",134
"3622",175
"3623",134
"3624",175
"3625",175
"3626",330
"3627",134
"3628",250
"3629",170
"3630",175
"3631",175
"3632",175
"3633",150
"3634",150
"3635",134
"3636",134
"3637",210
"3638",134
"3639",110
"3640",175
"3641",175
"3642",210
"3643",175
"3644",134
"3645",150
"3646",134
"3647",110
"3648",110
"3649",110
"3650",134
"3651",250
"3652",134
"3653",175
"3654",110
"3655",175
"3656",330
"3657",134
"3658",134
"3659",134
"3660",330
"3661",270
"3662",175
"3663",150
"3664",250
"3665",135
"3666",175
"3667",175
"3668",110
"3669",134
"3670",380
"3671",150
"3672",134
"3673",150
"3674",150
"3675",150
"3676",134
"3677",175
"3678",170
"3679",175
"3680",110
"3681",210
"3682",175
"3683",175
"3684",175
"3685",175
"3686",170
"3687",134
"3688",270
"3689",170
"3690",134
"3691",210
"3692",150
"3693",175
"3694",150
"3695",170
"3696",170
"3697",165
"3698",175
"3699",135
"3700",175
"3701",134
"3702",70
"3703",175
"3704",134
"3705",175
"3706",175
"3707",150
"3708",175
"3709",165
"3710",200
"3711",175
"3712",175
"3713",210
"3714",110
"3715",190
"3716",190
"3717",175
"3718",190
"3719",150
"3720",210
"3721",175
"3722",165
"3723",110
"3724",200
"3725",330
"3726",110
"3727",110
"3728",134
"3729",330
"3730",170
"3731",250
"3732",165
"3733",110
"3734",175
"3735",170
"3736",110
"3737",210
"3738",150
"3739",110
"3740",134
"3741",175
"3742",330
"3743",150
"3744",210
"3745",330
"3746",175
"3747",175
"3748",110
"3749",210
"3750",380
"3751",110
"3752",134
"3753",175
"3754",175
"3755",380
"3756",150
"3757",175
"3758",110
"3759",330
"3760",175
"3761",110
"3762",150
"3763",150
"3764",150
"3765",134
"3766",150
"3767",170
"3768",110
"3769",175
"3770",175
"3771",110
"3772",170
"3773",380
"3774",110
"3775",150
"3776",134
"3777",150
"3778",270
"3779",170
"3780",110
"3781",380
"3782",110
"3783",170
"3784",150
"3785",134
"3786",150
"3787",134
"3788",150
"3789",150
"3790",110
"3791",110
"3792",135
"3793",134
"3794",150
"3795",175
"3796",110
"3797",134
"3798",110
"3799",110
"3800",110
"3801",134
"3802",175
"3803",150
"3804",175
"3805",134
"3806",134
"3807",175
"3808",175
"3809",380
"3810",175
"3811",165
"3812",134
"3813",160
"3814",175
"3815",175
"3816",250
"3817",175
"3818",175
"3819",175
"3820",210
"3821",150
"3822",150
"3823",210
"3824",330
"3825",150
"3826",175
"3827",175
"3828",175
"3829",170
"3830",380
"3831",110
"3832",175
"3833",170
"3834",170
"3835",135
"3836",150
"3837",175
"3838",170
"3839",110
"3840",110
"3841",175
"3842",160
"3843",125
"3844",175
"3845",134
"3846",330
"3847",175
"3848",175
"3849",330
"3850",160
"3851",150
"3852",134
"3853",200
"3854",160
"3855",175
"3856",175
"3857",170
"3858",134
"3859",175
"3860",110
"3861",175
"3862",380
"3863",175
"3864",175
"3865",175
"3866",200
"3867",170
"3868",175
"3869",175
"3870",190
"3871",135
"3872",180
"3873",210
"3874",150
"3875",330
"3876",190
"3877",175
"3878",170
"3879",150
"3880",165
"3881",175
"3882",150
"3883",150
"3884",175
"3885",175
"3886",175
"3887",175
"3888",175
"3889",134
"3890",175
"3891",170
"3892",134
"3893",165
"3894",175
"3895",165
"3896",134
"3897",170
"3898",170
"3899",175
"3900",175
"3901",330
"3902",175
"3903",175
"3904",150
"3905",110
"3906",175
"3907",380
"3908",150
"3909",175
"3910",110
"3911",270
"3912",175
"3913",190
"3914",380
"3915",175
"3916",150
"3917",175
"3918",175
"3919",175
"3920",150
"3921",110
"3922",150
"3923",380
"3924",175
"3925",175
"3926",165
"3927",175
"3928",165
"3929",134
"3930",175
"3931",70
"3932",150
"3933",175
"3934",175
"3935",175
"3936",175
"3937",175
"3938",134
"3939",175
"3940",175
"3941",160
"3942",175
"3943",170
"3944",134
"3945",165
"3946",175
"3947",175
"3948",175
"3949",175
"3950",165
"3951",165
"3952",165
"3953",380
"3954",175
"3955",190
"3956",165
"3957",380
"3958",175
"3959",175
"3960",330
"3961",175
"3962",150
"3963",170
"3964",175
"3965",170
"3966",150
"3967",175
"3968",270
"3969",170
"3970",110
"3971",175
"3972",110
"3973",134
"3974",175
"3975",110
"3976",175
"3977",175
"3978",170
"3979",175
"3980",150
"3981",150
"3982",150
"3983",270
"3984",150
"3985",165
"3986",175
"3987",135
"3988",170
"3989",170
"3990",134
"3991",330
"3992",170
"3993",175
"3994",170
"3995",380
"3996",150
"3997",134
"3998",134
"3999",165
"4000",150
"4001",175
"4002",175
"4003",175
"4004",150
"4005",330
"4006",330
"4007",170
"4008",150
"4009",110
"4010",110
"4011",165
"4012",250
"4013",134
"4014",175
"4015",165
"4016",175
"4017",175
"4018",110
"4019",210
"4020",170
"4021",150
"4022",380
"4023",134
"4024",110
"4025",175
"4026",150
"4027",134
"4028",175
"4029",110
"4030",330
"4031",175
"4032",175
"4033",175
"4034",170
"4035",175
"4036",175
"4037",380
"4038",134
"4039",175
"4040",110
"4041",110
"4042",175
"4043",175
"4044",250
"4045",330
"4046",175
"4047",270
"4048",175
"4049",175
"4050",110
"4051",330
"4052",175
"4053",175
"4054",135
"4055",175
"4056",110
"4057",165
"4058",175
"4059",134
"4060",175
"4061",175
"4062",175
"4063",110
"4064",110
"4065",175
"4066",150
"4067",175
"4068",170
"4069",150
"4070",150
"4071",150
"4072",165
"4073",175
"4074",150
"4075",110
"4076",165
"4077",175
"4078",175
"4079",134
"4080",175
"4081",175
"4082",380
"4083",110
"4084",170
"4085",175
"4086",150
"4087",330
"4088",175
"4089",110
"4090",150
"4091",330
"4092",175
"4093",170
"4094",110
"4095",150
"4096",270
"4097",165
"4098",175
"4099",175
"4100",175
"4101",175
"4102",220
"4103",165
"4104",250
"4105",175
"4106",175
"4107",270
"4108",175
"4109",175
"4110",170
"4111",175
"4112",165
"4113",150
"4114",175
"4115",190
"4116",175
"4117",165
"4118",175
"4119",134
"4120",175
"4121",200
"4122",170
"4123",175
"4124",175
"4125",150
"4126",135
"4127",170
"4128",175
"4129",110
"4130",110
"4131",165
"4132",170
"4133",170
"4134",110
"4135",175
"4136",175
"4137",175
"4138",110
"4139",150
"4140",175
"4141",134
"4142",134
"4143",150
"4144",175
"4145",175
"4146",170
"4147",175
"4148",175
"4149",175
"4150",150
"4151",134
"4152",170
"4153",150
"4154",135
"4155",160
"4156",270
"4157",134
"4158",110
"4159",170
"4160",175
"4161",150
"4162",170
"4163",175
"4164",380
"4165",110
"4166",175
"4167",134
"4168",175
"4169",134
"4170",175
"4171",270
"4172",380
"4173",175
"4174",150
"4175",175
"4176",165
"4177",150
"4178",150
"4179",330
"4180",90
"4181",150
"4182",170
"4183",165
"4184",170
"4185",165
"4186",170
"4187",175
"4188",134
"4189",170
"4190",170
"4191",250
"4192",175
"4193",150
"4194",134
"4195",150
"4196",190
"4197",175
"4198",170
"4199",150
"4200",175
"4201",134
"4202",165
"4203",170
"4204",170
"4205",270
"4206",175
"4207",250
"4208",110
"4209",110
"4210",175
"4211",175
"4212",150
"4213",150
"4214",175
"4215",150
"4216",175
"4217",150
"4218",150
"4219",134
"4220",150
"4221",150
"4222",150
"4223",165
"4224",175
"4225",175
"4226",175
"4227",180
"4228",175
"4229",150
"4230",175
"4231",150
"4232",175
"4233",150
"4234",150
"4235",150
"4236",134
"4237",150
"4238",150
"4239",150
"4240",165
"4241",175
"4242",150
"4243",330
"4244",175
"4245",150
"4246",175
"4247",175
"4248",175
"4249",135
"4250",134
"4251",170
"4252",110
"4253",330
"4254",330
"4255",150
"4256",175
"4257",150
"4258",330
"4259",170
"4260",175
"4261",150
"4262",134
"4263",110
"4264",190
"4265",175
"4266",175
"4267",180
"4268",330
"4269",150
"4270",175
"4271",134
"4272",175
"4273",200
"4274",165
"4275",134
"4276",165
"4277",175
"4278",380
"4279",175
"4280",70
"4281",170
"4282",175
"4283",175
"4284",150
"4285",175
"4286",134
"4287",150
"4288",110
"4289",125
"4290",330
"4291",165
"4292",175
"4293",165
"4294",175
"4295",90
"4296",150
"4297",175
"4298",150
"4299",330
"4300",134
"4301",380
"4302",134
"4303",175
"4304",90
"4305",175
"4306",180
"4307",175
"4308",110
"4309",134
"4310",330
"4311",175
"4312",110
"4313",135
"4314",270
"4315",175
"4316",134
"4317",190
"4318",70
"4319",190
"4320",134
"4321",200
"4322",150
"4323",175
"4324",330
"4325",165
"4326",330
"4327",170
"4328",210
"4329",175
"4330",150
"4331",150
"4332",170
"4333",175
"4334",110
"4335",175
"4336",175
"4337",175
"4338",175
"4339",210
"4340",110
"4341",175
"4342",175
"4343",175
"4344",150
"4345",150
"4346",175
"4347",165
"4348",150
"4349",175
"4350",165
"4351",134
"4352",330
"4353",330
"4354",170
"4355",150
"4356",150
"4357",380
"4358",175
"4359",160
"4360",170
"4361",150
"4362",150
"4363",175
"4364",180
"4365",175
"4366",134
"4367",210
"4368",134
"4369",134
"4370",170
"4371",70
"4372",134
"4373",170
"4374",200
"4375",134
"4376",150
"4377",175
"4378",175
"4379",170
"4380",150
"4381",175
"4382",170
"4383",150
"4384",110
"4385",150
"4386",175
"4387",175
"4388",175
"4389",380
"4390",70
"4391",175
"4392",150
"4393",180
"4394",175
"4395",150
"4396",134
"4397",175
"4398",150
"4399",135
"4400",175
"4401",135
"4402",190
"4403",250
"4404",330
"4405",170
"4406",150
"4407",175
"4408",170
"4409",170
"4410",170
"4411",150
"4412",135
"4413",110
"4414",150
"4415",170
"4416",270
"4417",165
"4418",150
"4419",135
"4420",110
"4421",175
"4422",170
"4423",165
"4424",170
"4425",134
"4426",200
"4427",200
"4428",175
"4429",175
"4430",165
"4431",134
"4432",165
"4433",110
"4434",200
"4435",250
"4436",150
"4437",110
"4438",90
"4439",175
"4440",150
"4441",175
"4442",150
"4443",165
"4444",175
"4445",110
"4446",170
"4447",380
"4448",150
"4449",110
"4450",110
"4451",175
"4452",70
"4453",150
"4454",330
"4455",175
"4456",175
"4457",270
"4458",90
"4459",175
"4460",175
"4461",175
"4462",270
"4463",330
"4464",175
"4465",150
"4466",330
"4467",150
"4468",170
"4469",150
"4470",134
"4471",150
"4472",70
"4473",150
"4474",200
"4475",175
"4476",150
"4477",110
"4478",150
"4479",175
"4480",170
"4481",135
"4482",150
"4483",330
"4484",270
"4485",170
"4486",175
"4487",165
"4488",175
"4489",110
"4490",175
"4491",175
"4492",150
"4493",170
"4494",134
"4495",175
"4496",165
"4497",330
"4498",150
"4499",150
"4500",175
"4501",165
"4502",150
"4503",165
"4504",330
"4505",165
"4506",170
"4507",175
"4508",175
"4509",210
"4510",135
"4511",150
"4512",134
"4513",175
"4514",110
"4515",175
"4516",170
"4517",150
"4518",380
"4519",210
"4520",110
"4521",134
"4522",110
"4523",175
"4524",175
"4525",330
"4526",160
"4527",110
"4528",330
"4529",220
"4530",165
"4531",165
"4532",170
"4533",220
"4534",210
"4535",110
"4536",165
"4537",170
"4538",175
"4539",150
"4540",170
"4541",160
"4542",270
"4543",150
"4544",175
"4545",175
"4546",170
"4547",220
"4548",175
"4549",175
"4550",175
"4551",175
"4552",134
"4553",150
"4554",175
"4555",270
"4556",175
"4557",250
"4558",175
"4559",170
"4560",170
"4561",210
"4562",170
"4563",150
"4564",175
"4565",175
"4566",330
"4567",150
"4568",134
"4569",270
"4570",330
"4571",165
"4572",150
"4573",175
"4574",165
"4575",110
"4576",380
"4577",330
"4578",175
"4579",270
"4580",150
"4581",175
"4582",134
"4583",110
"4584",150
"4585",165
"4586",175
"4587",135
"4588",134
"4589",165
"4590",200
"4591",165
"4592",270
"4593",330
"4594",165
"4595",150
"4596",150
"4597",150
"4598",175
"4599",170
"4600",150
"4601",165
"4602",175
"4603",150
"4604",160
"4605",175
"4606",175
"4607",170
"4608",150
"4609",175
"4610",110
"4611",165
"4612",110
"4613",150
"4614",165
"4615",200
"4616",175
"4617",330
"4618",175
"4619",134
"4620",170
"4621",150
"4622",175
"4623",175
"4624",175
"4625",134
"4626",165
"4627",110
"4628",170
"4629",165
"4630",175
"4631",270
"4632",175
"4633",175
"4634",175
"4635",175
"4636",175
"4637",90
"4638",150
"4639",175
"4640",180
"4641",175
"4642",175
"4643",175
"4644",270
"4645",175
"4646",175
"4647",175
"4648",380
"4649",330
"4650",175
"4651",110
"4652",150
"4653",330
"4654",134
"4655",330
"4656",170
"4657",175
"4658",170
"4659",165
"4660",150
"4661",150
"4662",380
"4663",150
"4664",170
"4665",175
"4666",175
"4667",170
"4668",135
"4669",170
"4670",150
"4671",150
"4672",134
"4673",175
"4674",150
"4675",170
"4676",175
"4677",175
"4678",165
"4679",150
"4680",134
"4681",150
"4682",150
"4683",190
"4684",175
"4685",150
"4686",330
"4687",134
"4688",190
"4689",175
"4690",180
"4691",125
"4692",150
"4693",110
"4694",175
"4695",90
"4696",175
"4697",110
"4698",175
"4699",330
"4700",150
"4701",110
"4702",175
"4703",90
"4704",175
"4705",150
"4706",134
"4707",110
"4708",150
"4709",170
"4710",70
"4711",134
"4712",175
"4713",165
"4714",110
"4715",150
"4716",175
"4717",220
"4718",175
"4719",160
"4720",175
"4721",175
"4722",330
"4723",380
"4724",250
"4725",170
"4726",165
"4727",175
"4728",190
"4729",125
"4730",150
"4731",170
"4732",135
"4733",175
"4734",175
"4735",170
"4736",175
"4737",175
"4738",165
"4739",330
"4740",150
"4741",165
"4742",150
"4743",175
"4744",175
"4745",175
"4746",270
"4747",170
"4748",110
"4749",134
"4750",135
"4751",170
"4752",175
"4753",330
"4754",175
"4755",175
"4756",175
"4757",150
"4758",150
"4759",175
"4760",110
"4761",175
"4762",150
"4763",160
"4764",165
"4765",200
"4766",134
"4767",175
"4768",134
"4769",170
"4770",170
"4771",175
"4772",160
"4773",110
"4774",150
"4775",134
"4776",110
"4777",150
"4778",210
"4779",110
"4780",110
"4781",134
"4782",175
"4783",150
"4784",175
"4785",150
"4786",175
"4787",70
"4788",330
"4789",175
"4790",220
"4791",330
"4792",200
"4793",175
"4794",200
"4795",165
"4796",165
"4797",175
"4798",210
"4799",175
"4800",150
"4801",134
"4802",90
"4803",170
"4804",175
"4805",175
"4806",150
"4807",330
"4808",175
"4809",175
"4810",330
"4811",134
"4812",175
"4813",150
"4814",175
"4815",330
"4816",170
"4817",175
"4818",70
"4819",175
"4820",110
"4821",150
"4822",175
"4823",210
"4824",110
"4825",134
"4826",200
"4827",150
"4828",134
