"","x"
"4829",175
"4830",175
"4831",175
"4832",175
"4833",170
"4834",165
"4835",175
"4836",150
"4837",150
"4838",70
"4839",150
"4840",330
"4841",175
"4842",110
"4843",175
"4844",110
"4845",170
"4846",190
"4847",175
"4848",175
"4849",380
"4850",110
"4851",150
"4852",134
"4853",134
"4854",330
"4855",180
"4856",134
"4857",175
"4858",150
"4859",175
"4860",150
"4861",150
"4862",175
"4863",165
"4864",170
"4865",175
"4866",135
"4867",175
"4868",175
"4869",175
"4870",135
"4871",165
"4872",175
"4873",270
"4874",175
"4875",330
"4876",250
"4877",175
"4878",175
"4879",175
"4880",150
"4881",200
"4882",110
"4883",175
"4884",134
"4885",150
"4886",150
"4887",110
"4888",110
"4889",175
"4890",160
"4891",330
"4892",110
"4893",190
"4894",150
"4895",150
"4896",134
"4897",380
"4898",165
"4899",110
"4900",175
"4901",134
"4902",150
"4903",175
"4904",150
"4905",165
"4906",150
"4907",175
"4908",330
"4909",165
"4910",190
"4911",165
"4912",150
"4913",210
"4914",110
"4915",380
"4916",250
"4917",110
"4918",175
"4919",150
"4920",150
"4921",175
"4922",330
"4923",170
"4924",175
"4925",330
"4926",170
"4927",330
"4928",330
"4929",150
"4930",380
"4931",134
"4932",110
"4933",330
"4934",175
"4935",135
"4936",175
"4937",170
"4938",210
"4939",110
"4940",210
"4941",150
"4942",134
"4943",150
"4944",175
"4945",175
"4946",175
"4947",134
"4948",150
"4949",134
"4950",380
"4951",110
"4952",110
"4953",250
"4954",175
"4955",134
"4956",175
"4957",150
"4958",330
"4959",175
"4960",175
"4961",150
"4962",150
"4963",175
"4964",270
"4965",175
"4966",175
"4967",134
"4968",110
"4969",170
"4970",134
"4971",380
"4972",134
"4973",110
"4974",270
"4975",134
"4976",330
"4977",175
"4978",175
"4979",110
"4980",150
"4981",110
"4982",175
"4983",135
"4984",270
"4985",134
"4986",175
"4987",134
"4988",150
"4989",175
"4990",150
"4991",165
"4992",134
"4993",134
"4994",150
"4995",175
"4996",175
"4997",380
"4998",170
"4999",270
"5000",134
"5001",134
"5002",175
"5003",170
"5004",175
"5005",134
"5006",210
"5007",110
"5008",165
"5009",380
"5010",175
"5011",170
"5012",170
"5013",165
"5014",110
"5015",170
"5016",150
"5017",150
"5018",134
"5019",175
"5020",150
"5021",200
"5022",150
"5023",170
"5024",175
"5025",270
"5026",175
"5027",175
"5028",175
"5029",175
"5030",190
"5031",250
"5032",210
"5033",175
"5034",134
"5035",170
"5036",150
"5037",200
"5038",175
"5039",125
"5040",150
"5041",165
"5042",134
"5043",200
"5044",170
"5045",175
"5046",170
"5047",110
"5048",165
"5049",380
"5050",175
"5051",150
"5052",165
"5053",175
"5054",150
"5055",150
"5056",250
"5057",175
"5058",134
"5059",330
"5060",175
"5061",220
"5062",160
"5063",175
"5064",175
"5065",175
"5066",175
"5067",170
"5068",175
"5069",160
"5070",150
"5071",175
"5072",110
"5073",210
"5074",175
"5075",210
"5076",380
"5077",150
"5078",134
"5079",150
"5080",380
"5081",134
"5082",330
"5083",165
"5084",175
"5085",175
"5086",165
"5087",150
"5088",110
"5089",270
"5090",110
"5091",110
"5092",175
"5093",150
"5094",175
"5095",380
"5096",110
"5097",175
"5098",150
"5099",150
"5100",170
"5101",175
"5102",175
"5103",170
"5104",175
"5105",110
"5106",134
"5107",110
"5108",175
"5109",134
"5110",330
"5111",110
"5112",134
"5113",175
"5114",175
"5115",150
"5116",150
"5117",110
"5118",380
"5119",175
"5120",330
"5121",175
"5122",175
"5123",110
"5124",150
"5125",170
"5126",175
"5127",134
"5128",380
"5129",134
"5130",135
"5131",175
"5132",175
"5133",150
"5134",134
"5135",150
"5136",134
"5137",175
"5138",175
"5139",170
"5140",134
"5141",170
"5142",134
"5143",150
"5144",170
"5145",150
"5146",170
"5147",150
"5148",170
"5149",165
"5150",134
"5151",200
"5152",134
"5153",134
"5154",175
"5155",200
"5156",165
"5157",134
"5158",175
"5159",175
"5160",200
"5161",175
"5162",380
"5163",175
"5164",110
"5165",150
"5166",175
"5167",134
"5168",110
"5169",150
"5170",250
"5171",150
"5172",330
"5173",210
"5174",110
"5175",110
"5176",210
"5177",135
"5178",134
"5179",175
"5180",380
"5181",380
"5182",175
"5183",175
"5184",134
"5185",110
"5186",150
"5187",150
"5188",380
"5189",170
"5190",110
"5191",110
"5192",110
"5193",110
"5194",134
"5195",134
"5196",150
"5197",330
"5198",134
"5199",175
"5200",175
"5201",110
"5202",150
"5203",110
"5204",165
"5205",175
"5206",110
"5207",270
"5208",150
"5209",175
"5210",110
"5211",330
"5212",150
"5213",150
"5214",110
"5215",380
"5216",210
"5217",110
"5218",175
"5219",165
"5220",175
"5221",330
"5222",270
"5223",170
"5224",175
"5225",134
"5226",150
"5227",330
"5228",165
"5229",330
"5230",150
"5231",175
"5232",175
"5233",330
"5234",150
"5235",270
"5236",175
"5237",150
"5238",110
"5239",175
"5240",175
"5241",150
"5242",330
"5243",134
"5244",150
"5245",330
"5246",134
"5247",330
"5248",250
"5249",110
"5250",110
"5251",170
"5252",175
"5253",110
"5254",134
"5255",110
"5256",165
"5257",110
"5258",150
"5259",135
"5260",175
"5261",134
"5262",150
"5263",175
"5264",175
"5265",175
"5266",110
"5267",175
"5268",110
"5269",175
"5270",150
"5271",175
"5272",110
"5273",270
"5274",175
"5275",250
"5276",175
"5277",330
"5278",250
"5279",175
"5280",134
"5281",150
"5282",175
"5283",134
"5284",110
"5285",150
"5286",110
"5287",150
"5288",110
"5289",150
"5290",134
"5291",110
"5292",150
"5293",175
"5294",330
"5295",110
"5296",175
"5297",170
"5298",165
"5299",165
"5300",270
"5301",150
"5302",210
"5303",134
"5304",175
"5305",175
"5306",175
"5307",175
"5308",175
"5309",134
"5310",134
"5311",134
"5312",134
"5313",175
"5314",110
"5315",134
"5316",170
"5317",110
"5318",175
"5319",170
"5320",150
"5321",170
"5322",134
"5323",165
"5324",170
"5325",175
"5326",90
"5327",90
"5328",175
"5329",175
"5330",150
"5331",175
"5332",134
"5333",150
"5334",175
"5335",175
"5336",165
"5337",125
"5338",175
"5339",110
"5340",90
"5341",134
"5342",110
"5343",150
"5344",110
"5345",175
"5346",170
"5347",380
"5348",150
"5349",165
"5350",175
"5351",150
"5352",134
"5353",175
"5354",110
"5355",175
"5356",175
"5357",175
"5358",175
"5359",175
"5360",330
"5361",170
"5362",175
"5363",150
"5364",165
"5365",210
"5366",160
"5367",150
"5368",90
"5369",175
"5370",175
"5371",175
"5372",135
"5373",134
"5374",200
"5375",170
"5376",134
"5377",170
"5378",330
"5379",110
"5380",175
"5381",150
"5382",330
"5383",175
"5384",110
"5385",175
"5386",175
"5387",170
"5388",150
"5389",175
"5390",175
"5391",175
"5392",160
"5393",150
"5394",200
"5395",165
"5396",175
"5397",134
"5398",175
"5399",210
"5400",135
"5401",170
"5402",175
"5403",90
"5404",175
"5405",134
"5406",175
"5407",134
"5408",110
"5409",180
"5410",150
"5411",220
"5412",150
"5413",270
"5414",150
"5415",175
"5416",175
"5417",150
"5418",165
"5419",175
"5420",134
"5421",175
"5422",170
"5423",175
"5424",170
"5425",175
"5426",175
"5427",175
"5428",175
"5429",110
"5430",175
"5431",150
"5432",170
"5433",175
"5434",90
"5435",150
"5436",110
"5437",170
"5438",175
"5439",175
"5440",170
"5441",150
"5442",330
"5443",170
"5444",330
"5445",150
"5446",110
"5447",110
"5448",150
"5449",110
"5450",110
"5451",175
"5452",380
"5453",150
"5454",110
"5455",175
"5456",150
"5457",170
"5458",150
"5459",175
"5460",110
"5461",175
"5462",134
"5463",134
"5464",134
"5465",134
"5466",330
"5467",150
"5468",330
"5469",110
"5470",175
"5471",270
"5472",175
"5473",134
"5474",150
"5475",150
"5476",165
"5477",134
"5478",150
"5479",380
"5480",170
"5481",175
"5482",165
"5483",150
"5484",110
"5485",270
"5486",175
"5487",150
"5488",150
"5489",110
"5490",134
"5491",165
"5492",270
"5493",380
"5494",330
"5495",170
"5496",210
"5497",165
"5498",134
"5499",110
"5500",134
"5501",110
"5502",270
"5503",175
"5504",150
"5505",170
"5506",150
"5507",110
"5508",175
"5509",110
"5510",150
"5511",175
"5512",175
"5513",330
"5514",250
"5515",175
"5516",175
"5517",330
"5518",175
"5519",150
"5520",170
"5521",110
"5522",210
"5523",175
"5524",150
"5525",175
"5526",330
"5527",150
"5528",270
"5529",150
"5530",110
"5531",330
"5532",150
"5533",170
"5534",175
"5535",165
"5536",380
"5537",134
"5538",170
"5539",170
"5540",165
"5541",175
"5542",175
"5543",134
"5544",175
"5545",380
"5546",150
"5547",380
"5548",175
"5549",170
"5550",150
"5551",175
"5552",175
"5553",175
"5554",175
"5555",150
"5556",170
"5557",150
"5558",175
"5559",165
"5560",380
"5561",134
"5562",175
"5563",175
"5564",270
"5565",165
"5566",175
"5567",150
"5568",175
"5569",134
"5570",175
"5571",175
"5572",135
"5573",170
"5574",110
"5575",175
"5576",175
"5577",165
"5578",150
"5579",170
"5580",150
"5581",165
"5582",170
"5583",170
"5584",175
"5585",175
"5586",110
"5587",210
"5588",175
"5589",175
"5590",90
"5591",175
"5592",150
"5593",150
"5594",330
"5595",150
"5596",175
"5597",175
"5598",330
"5599",134
"5600",190
"5601",70
"5602",150
"5603",175
"5604",175
"5605",175
"5606",165
"5607",150
"5608",175
"5609",210
"5610",90
"5611",165
"5612",170
"5613",330
"5614",175
"5615",160
"5616",150
"5617",175
"5618",134
"5619",175
"5620",175
"5621",175
"5622",150
"5623",134
"5624",190
"5625",134
"5626",270
"5627",175
"5628",210
"5629",175
"5630",134
"5631",175
"5632",250
"5633",150
"5634",175
"5635",170
"5636",170
"5637",165
"5638",150
"5639",175
"5640",90
"5641",200
"5642",170
"5643",134
"5644",170
"5645",175
"5646",175
"5647",175
"5648",165
"5649",134
"5650",250
"5651",134
"5652",134
"5653",175
"5654",175
"5655",150
"5656",134
"5657",270
"5658",175
"5659",170
"5660",110
"5661",110
"5662",110
"5663",175
"5664",170
"5665",330
"5666",150
"5667",175
"5668",210
"5669",210
"5670",175
"5671",330
"5672",134
"5673",175
"5674",170
"5675",170
"5676",165
"5677",270
"5678",134
"5679",134
"5680",110
"5681",110
"5682",135
"5683",175
"5684",150
"5685",150
"5686",175
"5687",330
"5688",175
"5689",175
"5690",150
"5691",175
"5692",150
"5693",170
"5694",110
"5695",175
"5696",165
"5697",150
"5698",150
"5699",134
"5700",170
"5701",210
"5702",150
"5703",150
"5704",180
"5705",175
"5706",175
"5707",175
"5708",134
"5709",165
"5710",150
"5711",200
"5712",110
"5713",330
"5714",270
"5715",134
"5716",170
"5717",175
"5718",110
"5719",110
"5720",210
"5721",175
"5722",175
"5723",150
"5724",175
"5725",170
"5726",200
"5727",150
"5728",180
"5729",175
"5730",175
"5731",170
"5732",175
"5733",190
"5734",134
"5735",165
"5736",175
"5737",170
"5738",175
"5739",175
"5740",165
"5741",170
"5742",150
"5743",150
"5744",125
"5745",175
"5746",200
"5747",170
"5748",175
"5749",165
"5750",150
"5751",170
"5752",170
"5753",90
"5754",150
"5755",175
"5756",175
"5757",170
"5758",330
"5759",150
"5760",175
"5761",134
"5762",175
"5763",380
"5764",110
"5765",135
"5766",110
"5767",170
"5768",150
"5769",150
"5770",165
"5771",330
"5772",110
"5773",134
"5774",134
"5775",110
"5776",175
"5777",110
"5778",250
"5779",134
"5780",150
"5781",110
"5782",165
"5783",200
"5784",200
"5785",175
"5786",175
"5787",150
"5788",175
"5789",134
"5790",70
"5791",110
"5792",150
"5793",170
"5794",270
"5795",70
"5796",170
"5797",175
"5798",150
"5799",170
"5800",110
"5801",270
"5802",380
"5803",175
"5804",250
"5805",135
"5806",110
"5807",135
"5808",160
"5809",270
"5810",110
"5811",175
"5812",150
"5813",70
"5814",210
"5815",330
"5816",110
"5817",110
"5818",175
"5819",150
"5820",165
"5821",110
"5822",170
"5823",220
"5824",170
"5825",135
"5826",330
"5827",270
"5828",175
"5829",110
"5830",165
"5831",330
"5832",170
"5833",150
"5834",110
"5835",150
"5836",170
"5837",175
"5838",165
"5839",165
"5840",134
"5841",150
"5842",150
"5843",170
"5844",175
"5845",150
"5846",175
"5847",175
"5848",150
"5849",170
"5850",175
"5851",170
"5852",110
"5853",175
"5854",175
"5855",170
"5856",110
"5857",270
"5858",170
"5859",330
"5860",135
"5861",175
"5862",134
"5863",150
"5864",210
"5865",380
"5866",210
"5867",175
"5868",270
"5869",250
"5870",134
"5871",134
"5872",330
"5873",150
"5874",150
"5875",134
"5876",175
"5877",135
"5878",165
"5879",110
"5880",380
"5881",110
"5882",150
"5883",210
"5884",330
"5885",175
"5886",110
"5887",150
"5888",170
"5889",170
"5890",110
"5891",175
"5892",175
"5893",110
"5894",110
"5895",110
"5896",110
"5897",270
"5898",134
"5899",134
"5900",165
"5901",175
"5902",380
"5903",175
"5904",110
"5905",110
"5906",270
"5907",165
"5908",175
"5909",175
"5910",134
"5911",170
"5912",135
"5913",150
"5914",330
"5915",110
"5916",175
"5917",134
"5918",134
"5919",170
"5920",175
"5921",165
"5922",170
"5923",150
"5924",165
"5925",175
"5926",165
"5927",150
"5928",125
"5929",175
"5930",200
"5931",110
"5932",135
"5933",175
"5934",165
"5935",165
"5936",380
"5937",110
"5938",175
"5939",150
"5940",110
"5941",175
"5942",380
"5943",150
"5944",110
"5945",210
"5946",165
"5947",175
"5948",175
"5949",134
"5950",200
"5951",175
"5952",175
"5953",175
"5954",110
"5955",160
"5956",380
"5957",175
"5958",150
"5959",175
"5960",110
"5961",90
"5962",380
"5963",175
"5964",150
"5965",134
"5966",150
"5967",175
"5968",170
"5969",110
"5970",134
"5971",175
"5972",110
"5973",134
"5974",175
"5975",170
"5976",150
"5977",190
"5978",165
"5979",150
"5980",175
"5981",110
"5982",170
"5983",134
"5984",175
"5985",150
"5986",270
"5987",165
"5988",170
"5989",90
"5990",165
"5991",165
"5992",175
"5993",330
"5994",110
"5995",175
"5996",110
"5997",134
"5998",170
"5999",170
"6000",330
"6001",170
"6002",134
"6003",170
"6004",170
"6005",110
"6006",380
"6007",134
"6008",170
"6009",110
"6010",330
"6011",270
"6012",175
"6013",270
"6014",210
"6015",150
"6016",175
"6017",110
"6018",175
"6019",170
"6020",175
"6021",175
"6022",175
"6023",110
"6024",175
"6025",175
"6026",160
"6027",175
"6028",150
"6029",175
"6030",330
"6031",175
"6032",150
"6033",134
"6034",200
"6035",170
"6036",150
"6037",110
"6038",175
"6039",110
"6040",270
"6041",150
"6042",134
"6043",110
"6044",175
"6045",380
"6046",175
"6047",150
"6048",175
"6049",135
"6050",134
"6051",170
"6052",175
"6053",134
"6054",110
"6055",170
"6056",135
"6057",134
"6058",380
"6059",134
"6060",150
"6061",110
"6062",175
"6063",175
"6064",175
"6065",270
"6066",134
"6067",170
"6068",110
"6069",150
"6070",175
"6071",175
"6072",165
"6073",110
"6074",134
"6075",165
"6076",175
"6077",134
"6078",150
"6079",110
"6080",210
"6081",170
"6082",134
"6083",170
"6084",165
"6085",175
"6086",150
"6087",134
"6088",110
"6089",150
"6090",135
"6091",175
"6092",134
"6093",170
"6094",175
"6095",110
"6096",270
"6097",330
"6098",150
"6099",134
"6100",175
"6101",330
"6102",150
"6103",134
"6104",134
"6105",134
"6106",165
"6107",134
"6108",175
"6109",175
"6110",380
"6111",380
"6112",150
"6113",150
"6114",270
"6115",150
"6116",175
"6117",150
"6118",165
"6119",134
"6120",150
"6121",330
"6122",110
"6123",110
"6124",134
"6125",270
"6126",150
"6127",170
"6128",165
"6129",170
"6130",110
"6131",175
"6132",110
"6133",110
"6134",330
"6135",150
"6136",110
"6137",134
"6138",135
"6139",110
"6140",134
"6141",150
"6142",110
"6143",210
"6144",150
"6145",165
"6146",110
"6147",190
"6148",175
"6149",110
"6150",380
"6151",150
"6152",150
"6153",134
"6154",270
"6155",170
"6156",175
"6157",175
"6158",175
"6159",110
"6160",150
"6161",150
"6162",110
"6163",150
"6164",150
"6165",175
"6166",134
"6167",175
"6168",150
"6169",90
"6170",165
"6171",180
"6172",150
"6173",175
"6174",134
"6175",175
"6176",134
"6177",175
"6178",110
"6179",150
"6180",175
"6181",175
"6182",150
"6183",90
"6184",200
"6185",134
"6186",150
"6187",330
"6188",110
"6189",175
"6190",135
"6191",150
"6192",175
"6193",165
"6194",270
"6195",175
"6196",160
"6197",165
"6198",270
"6199",110
"6200",170
"6201",380
"6202",134
"6203",150
"6204",110
"6205",135
"6206",170
"6207",150
"6208",150
"6209",330
"6210",165
"6211",380
"6212",150
"6213",135
"6214",170
"6215",220
"6216",150
"6217",175
"6218",270
"6219",150
"6220",175
"6221",110
"6222",110
"6223",150
"6224",170
"6225",150
"6226",150
"6227",175
"6228",150
"6229",134
"6230",110
"6231",150
"6232",110
"6233",170
"6234",175
"6235",175
"6236",175
"6237",150
"6238",380
"6239",134
"6240",150
"6241",110
"6242",170
"6243",110
"6244",175
"6245",170
"6246",134
"6247",175
"6248",150
"6249",110
"6250",270
"6251",330
"6252",210
"6253",165
"6254",134
"6255",175
"6256",165
"6257",110
"6258",175
"6259",110
"6260",175
"6261",134
"6262",270
"6263",380
"6264",134
"6265",150
"6266",270
"6267",175
"6268",134
"6269",210
"6270",110
"6271",134
"6272",150
"6273",110
"6274",135
"6275",134
"6276",150
"6277",175
"6278",134
"6279",134
"6280",110
"6281",170
"6282",165
"6283",135
"6284",150
"6285",330
"6286",110
"6287",134
"6288",175
"6289",175
"6290",150
"6291",135
"6292",270
"6293",110
"6294",330
"6295",330
"6296",330
"6297",175
"6298",150
"6299",330
"6300",330
"6301",110
"6302",175
"6303",134
"6304",175
"6305",170
"6306",134
"6307",175
"6308",165
"6309",150
"6310",110
"6311",170
"6312",134
"6313",170
"6314",175
"6315",175
"6316",150
"6317",150
"6318",150
"6319",150
"6320",175
"6321",330
"6322",134
"6323",175
"6324",175
"6325",150
"6326",175
"6327",330
"6328",170
"6329",175
"6330",270
"6331",134
"6332",134
"6333",175
"6334",175
"6335",110
"6336",175
"6337",150
"6338",270
"6339",330
"6340",165
"6341",150
"6342",110
"6343",330
"6344",110
"6345",175
"6346",135
"6347",170
"6348",175
"6349",175
"6350",150
"6351",175
"6352",190
"6353",150
"6354",175
"6355",165
"6356",210
"6357",270
"6358",190
"6359",175
"6360",150
"6361",170
"6362",170
"6363",175
"6364",134
"6365",175
"6366",134
"6367",170
"6368",150
"6369",190
"6370",150
"6371",270
"6372",190
"6373",150
"6374",330
"6375",200
"6376",110
"6377",134
"6378",270
"6379",134
"6380",110
"6381",175
"6382",175
"6383",134
"6384",175
"6385",165
"6386",380
"6387",150
"6388",165
"6389",150
"6390",170
"6391",270
"6392",170
"6393",110
"6394",170
"6395",150
"6396",200
"6397",175
"6398",190
"6399",175
"6400",170
"6401",175
"6402",165
"6403",210
"6404",175
"6405",134
"6406",150
"6407",150
"6408",170
"6409",200
"6410",175
"6411",150
"6412",170
"6413",165
"6414",165
"6415",175
"6416",110
"6417",150
"6418",210
"6419",150
"6420",150
"6421",190
"6422",110
"6423",150
"6424",200
"6425",220
"6426",150
"6427",175
"6428",150
"6429",270
"6430",175
"6431",90
"6432",150
"6433",165
"6434",190
"6435",380
"6436",270
"6437",170
"6438",150
"6439",160
"6440",134
"6441",175
"6442",175
"6443",150
"6444",175
"6445",170
"6446",380
"6447",200
"6448",150
"6449",270
"6450",150
"6451",165
"6452",110
"6453",170
"6454",150
"6455",150
"6456",110
"6457",175
"6458",134
"6459",165
"6460",170
"6461",175
"6462",110
"6463",170
"6464",165
"6465",175
"6466",250
"6467",175
"6468",170
"6469",165
"6470",175
"6471",165
"6472",175
"6473",380
"6474",135
"6475",220
"6476",134
"6477",175
"6478",190
"6479",175
"6480",330
"6481",110
"6482",70
"6483",135
"6484",175
"6485",175
"6486",175
"6487",175
"6488",110
"6489",150
"6490",134
"6491",170
"6492",175
"6493",150
"6494",150
"6495",165
"6496",110
"6497",134
"6498",150
"6499",134
"6500",175
"6501",210
"6502",150
"6503",165
"6504",110
"6505",150
"6506",150
"6507",170
"6508",175
"6509",170
"6510",150
"6511",330
"6512",134
"6513",170
"6514",165
"6515",70
"6516",160
"6517",175
"6518",150
"6519",175
"6520",165
"6521",175
"6522",150
"6523",210
"6524",175
"6525",175
"6526",175
"6527",210
"6528",165
"6529",170
"6530",150
"6531",134
"6532",165
"6533",175
"6534",165
"6535",175
"6536",170
"6537",125
"6538",150
"6539",110
"6540",150
"6541",170
"6542",180
"6543",330
"6544",134
"6545",150
"6546",175
"6547",150
"6548",175
"6549",150
"6550",170
"6551",150
"6552",330
"6553",210
"6554",165
"6555",170
"6556",150
"6557",160
"6558",110
"6559",110
"6560",330
"6561",190
"6562",170
"6563",134
"6564",270
"6565",150
"6566",175
"6567",150
"6568",170
"6569",170
"6570",165
"6571",150
"6572",134
"6573",170
"6574",170
"6575",175
"6576",175
"6577",330
"6578",165
"6579",165
"6580",150
"6581",175
"6582",110
"6583",165
"6584",175
"6585",175
"6586",175
"6587",170
"6588",170
"6589",170
"6590",110
"6591",134
"6592",160
"6593",165
"6594",175
"6595",175
"6596",160
"6597",175
"6598",170
"6599",175
"6600",165
"6601",170
"6602",150
"6603",180
"6604",110
"6605",175
"6606",150
"6607",165
"6608",170
"6609",330
"6610",170
"6611",200
"6612",110
"6613",165
"6614",175
"6615",165
"6616",134
"6617",165
"6618",175
"6619",180
"6620",135
"6621",250
"6622",180
"6623",170
"6624",134
"6625",170
"6626",190
"6627",150
"6628",150
"6629",170
"6630",180
"6631",150
"6632",134
"6633",134
"6634",175
"6635",150
"6636",150
"6637",150
"6638",270
"6639",190
"6640",270
"6641",150
"6642",110
"6643",330
"6644",110
"6645",150
"6646",175
"6647",380
"6648",90
"6649",170
"6650",110
"6651",380
"6652",150
"6653",175
"6654",134
"6655",170
"6656",150
"6657",380
"6658",175
"6659",175
"6660",175
"6661",150
"6662",150
"6663",150
"6664",150
"6665",150
"6666",250
"6667",175
"6668",270
"6669",134
"6670",90
"6671",175
"6672",175
"6673",190
"6674",175
"6675",175
"6676",175
"6677",170
"6678",175
"6679",175
"6680",150
"6681",110
"6682",170
"6683",175
"6684",210
"6685",210
"6686",150
"6687",134
"6688",175
"6689",150
"6690",90
"6691",165
"6692",134
"6693",175
"6694",150
"6695",170
"6696",175
"6697",180
"6698",175
"6699",150
"6700",110
"6701",330
"6702",150
"6703",90
"6704",175
"6705",210
"6706",330
"6707",175
"6708",175
"6709",165
"6710",165
"6711",175
"6712",165
"6713",134
"6714",150
"6715",165
"6716",175
"6717",165
"6718",150
"6719",180
"6720",90
"6721",150
"6722",150
"6723",150
"6724",175
"6725",150
"6726",175
"6727",175
"6728",160
"6729",175
"6730",175
"6731",380
"6732",110
"6733",330
"6734",150
"6735",175
"6736",175
"6737",134
"6738",175
"6739",175
"6740",210
"6741",170
"6742",170
"6743",134
"6744",175
"6745",175
"6746",170
"6747",330
"6748",175
"6749",210
"6750",150
"6751",250
"6752",150
"6753",330
"6754",134
"6755",210
"6756",175
"6757",175
"6758",175
"6759",330
"6760",110
"6761",250
"6762",175
"6763",210
"6764",175
"6765",175
"6766",110
"6767",330
"6768",170
"6769",175
"6770",134
"6771",170
"6772",134
"6773",380
"6774",110
"6775",175
"6776",110
"6777",175
"6778",175
"6779",330
"6780",270
"6781",175
"6782",175
"6783",175
"6784",210
"6785",380
"6786",175
"6787",150
"6788",150
"6789",134
"6790",210
"6791",150
"6792",170
"6793",165
"6794",380
"6795",150
"6796",175
"6797",165
"6798",330
"6799",150
"6800",134
"6801",150
"6802",330
"6803",150
"6804",150
"6805",330
"6806",175
"6807",110
"6808",175
"6809",175
"6810",330
"6811",134
"6812",150
"6813",170
"6814",150
"6815",330
"6816",170
"6817",165
"6818",175
"6819",175
"6820",110
"6821",134
"6822",380
"6823",270
"6824",170
"6825",175
"6826",110
"6827",134
"6828",175
"6829",270
"6830",175
"6831",150
"6832",165
"6833",175
"6834",134
"6835",110
"6836",175
"6837",134
"6838",250
"6839",150
"6840",175
"6841",134
"6842",175
"6843",110
"6844",134
"6845",134
"6846",110
"6847",175
"6848",175
"6849",270
"6850",134
"6851",110
"6852",210
"6853",175
"6854",135
"6855",175
"6856",175
"6857",110
"6858",134
"6859",110
"6860",175
"6861",330
"6862",330
"6863",110
"6864",110
"6865",250
"6866",110
"6867",134
"6868",175
"6869",380
"6870",110
"6871",175
"6872",175
"6873",250
"6874",110
"6875",110
"6876",175
"6877",170
"6878",110
"6879",175
"6880",175
"6881",210
"6882",380
"6883",150
"6884",210
"6885",110
"6886",175
"6887",210
"6888",150
"6889",135
"6890",330
"6891",110
"6892",270
"6893",175
"6894",175
"6895",175
"6896",330
"6897",175
"6898",210
"6899",170
"6900",330
"6901",110
"6902",175
"6903",210
"6904",134
"6905",150
"6906",330
"6907",110
"6908",175
"6909",110
"6910",170
"6911",175
"6912",175
"6913",165
"6914",135
"6915",135
"6916",150
"6917",175
"6918",134
"6919",270
"6920",150
"6921",270
"6922",110
"6923",170
"6924",135
"6925",330
"6926",134
"6927",165
"6928",110
"6929",175
"6930",175
"6931",110
"6932",175
"6933",175
"6934",210
"6935",165
"6936",165
"6937",110
"6938",134
"6939",150
"6940",175
"6941",110
"6942",175
"6943",170
"6944",150
"6945",175
"6946",210
"6947",165
"6948",165
"6949",380
"6950",220
"6951",200
"6952",134
"6953",175
"6954",134
"6955",330
"6956",175
"6957",330
"6958",134
"6959",150
"6960",110
"6961",165
"6962",175
"6963",175
"6964",134
"6965",165
"6966",165
"6967",220
"6968",175
"6969",150
"6970",165
"6971",110
"6972",270
"6973",175
"6974",170
"6975",160
"6976",175
"6977",170
"6978",175
"6979",150
"6980",175
"6981",175
"6982",175
"6983",150
"6984",110
"6985",175
"6986",250
"6987",330
"6988",330
"6989",90
"6990",165
"6991",200
"6992",110
"6993",175
"6994",175
"6995",134
"6996",175
"6997",175
"6998",330
"6999",380
"7000",150
"7001",90
"7002",160
"7003",125
"7004",165
"7005",175
"7006",170
"7007",175
"7008",110
"7009",270
"7010",170
"7011",175
"7012",160
"7013",190
"7014",150
"7015",210
"7016",150
"7017",175
"7018",150
"7019",110
"7020",175
"7021",165
"7022",380
"7023",220
"7024",110
"7025",165
"7026",175
"7027",134
"7028",134
"7029",110
"7030",175
"7031",150
"7032",165
"7033",175
"7034",190
"7035",150
"7036",110
"7037",170
"7038",175
"7039",380
"7040",165
"7041",170
"7042",175
"7043",170
"7044",175
"7045",175
"7046",170
"7047",175
"7048",175
"7049",165
"7050",175
"7051",175
"7052",170
"7053",175
"7054",175
"7055",175
"7056",175
"7057",110
"7058",110
"7059",330
"7060",175
"7061",175
"7062",134
"7063",175
"7064",165
"7065",150
"7066",175
"7067",134
"7068",165
"7069",134
"7070",170
"7071",150
"7072",135
"7073",134
"7074",380
"7075",110
"7076",330
"7077",150
"7078",250
"7079",175
"7080",175
"7081",134
"7082",270
"7083",134
"7084",175
"7085",150
"7086",134
"7087",134
"7088",175
"7089",134
"7090",330
"7091",175
"7092",270
"7093",150
"7094",170
"7095",210
"7096",110
"7097",380
"7098",110
"7099",210
"7100",110
"7101",210
"7102",175
"7103",134
"7104",134
"7105",134
"7106",110
"7107",175
"7108",134
"7109",175
"7110",134
"7111",170
"7112",210
"7113",134
"7114",170
"7115",175
"7116",150
"7117",380
"7118",175
"7119",150
"7120",150
"7121",270
"7122",170
"7123",150
"7124",165
"7125",150
"7126",110
"7127",134
"7128",150
"7129",110
"7130",110
"7131",150
"7132",330
"7133",110
"7134",250
"7135",175
"7136",134
"7137",175
"7138",175
"7139",175
"7140",175
"7141",110
"7142",175
"7143",170
"7144",210
"7145",175
"7146",210
"7147",175
"7148",380
"7149",135
"7150",250
"7151",175
"7152",175
"7153",175
"7154",330
"7155",150
"7156",380
"7157",175
"7158",134
"7159",175
"7160",175
